time,.name,.pose,.twist
1970/01/01/09:00:47.110000,"['Floor', 'KHR-3HV']","[position: 
  x: 0.0
  y: 0.0
  z: -0.1
orientation: 
  x: 0.0
  y: 0.0
  z: 0.0
  w: 1.0, position: 
  x: 0.0121085235173
  y: -0.00463930360046
  z: 0.381957423874
orientation: 
  x: -0.00810021635296
  y: -0.00145442329796
  z: 0.0714303048549
  w: 0.997411641548]",[]
1970/01/01/09:00:47.120000,"['Floor', 'KHR-3HV']","[position: 
  x: 0.0
  y: 0.0
  z: -0.1
orientation: 
  x: 0.0
  y: 0.0
  z: 0.0
  w: 1.0, position: 
  x: 0.0121085235173
  y: -0.00463930360046
  z: 0.381957423874
orientation: 
  x: -0.00810021635296
  y: -0.00145442329796
  z: 0.0714303048549
  w: 0.997411641548]",[]
1970/01/01/09:00:47.130000,"['Floor', 'KHR-3HV']","[position: 
  x: 0.0
  y: 0.0
  z: -0.1
orientation: 
  x: 0.0
  y: 0.0
  z: 0.0
  w: 1.0, position: 
  x: 0.0123514383354
  y: -0.00565736542929
  z: 0.381907318274
orientation: 
  x: -0.00693685496429
  y: -0.00126616078016
  z: 0.0713906032722
  w: 0.997423510172]",[]
1970/01/01/09:00:47.140000,"['Floor', 'KHR-3HV']","[position: 
  x: 0.0
  y: 0.0
  z: -0.1
orientation: 
  x: 0.0
  y: 0.0
  z: 0.0
  w: 1.0, position: 
  x: 0.0123514383354
  y: -0.00565736542929
  z: 0.381907318274
orientation: 
  x: -0.00693685496429
  y: -0.00126616078016
  z: 0.0713906032722
  w: 0.997423510172]",[]
1970/01/01/09:00:47.150000,"['Floor', 'KHR-3HV']","[position: 
  x: 0.0
  y: 0.0
  z: -0.1
orientation: 
  x: 0.0
  y: 0.0
  z: 0.0
  w: 1.0, position: 
  x: 0.0123514383354
  y: -0.00565736542929
  z: 0.381907318274
orientation: 
  x: -0.00693685496429
  y: -0.00126616078016
  z: 0.0713906032722
  w: 0.997423510172]",[]
1970/01/01/09:00:47.160000,"['Floor', 'KHR-3HV']","[position: 
  x: 0.0
  y: 0.0
  z: -0.1
orientation: 
  x: 0.0
  y: 0.0
  z: 0.0
  w: 1.0, position: 
  x: 0.0123514383354
  y: -0.00565736542929
  z: 0.381907318274
orientation: 
  x: -0.00693685496429
  y: -0.00126616078016
  z: 0.0713906032722
  w: 0.997423510172]",[]
1970/01/01/09:00:47.170000,"['Floor', 'KHR-3HV']","[position: 
  x: 0.0
  y: 0.0
  z: -0.1
orientation: 
  x: 0.0
  y: 0.0
  z: 0.0
  w: 1.0, position: 
  x: 0.0123514383354
  y: -0.00565736542929
  z: 0.381907318274
orientation: 
  x: -0.00693685496429
  y: -0.00126616078016
  z: 0.0713906032722
  w: 0.997423510172]",[]
1970/01/01/09:00:47.180000,"['Floor', 'KHR-3HV']","[position: 
  x: 0.0
  y: 0.0
  z: -0.1
orientation: 
  x: 0.0
  y: 0.0
  z: 0.0
  w: 1.0, position: 
  x: 0.0123514383354
  y: -0.00565736542929
  z: 0.381907318274
orientation: 
  x: -0.00693685496429
  y: -0.00126616078016
  z: 0.0713906032722
  w: 0.997423510172]",[]
1970/01/01/09:00:47.190000,"['Floor', 'KHR-3HV']","[position: 
  x: 0.0
  y: 0.0
  z: -0.1
orientation: 
  x: 0.0
  y: 0.0
  z: 0.0
  w: 1.0, position: 
  x: 0.0130749336664
  y: -0.00791342879915
  z: 0.381827837883
orientation: 
  x: -0.0041562943791
  y: -0.000570250802086
  z: 0.0705249794876
  w: 0.997501191628]",[]
1970/01/01/09:00:47.200000,"['Floor', 'KHR-3HV']","[position: 
  x: 0.0
  y: 0.0
  z: -0.1
orientation: 
  x: 0.0
  y: 0.0
  z: 0.0
  w: 1.0, position: 
  x: 0.0130749336664
  y: -0.00791342879915
  z: 0.381827837883
orientation: 
  x: -0.0041562943791
  y: -0.000570250802086
  z: 0.0705249794876
  w: 0.997501191628]",[]
1970/01/01/09:00:47.210000,"['Floor', 'KHR-3HV']","[position: 
  x: 0.0
  y: 0.0
  z: -0.1
orientation: 
  x: 0.0
  y: 0.0
  z: 0.0
  w: 1.0, position: 
  x: 0.0130749336664
  y: -0.00791342879915
  z: 0.381827837883
orientation: 
  x: -0.0041562943791
  y: -0.000570250802086
  z: 0.0705249794876
  w: 0.997501191628]",[]
1970/01/01/09:00:47.220000,"['Floor', 'KHR-3HV']","[position: 
  x: 0.0
  y: 0.0
  z: -0.1
orientation: 
  x: 0.0
  y: 0.0
  z: 0.0
  w: 1.0, position: 
  x: 0.0130749336664
  y: -0.00791342879915
  z: 0.381827837883
orientation: 
  x: -0.0041562943791
  y: -0.000570250802086
  z: 0.0705249794876
  w: 0.997501191628]",[]
1970/01/01/09:00:47.230000,"['Floor', 'KHR-3HV']","[position: 
  x: 0.0
  y: 0.0
  z: -0.1
orientation: 
  x: 0.0
  y: 0.0
  z: 0.0
  w: 1.0, position: 
  x: 0.0130749336664
  y: -0.00791342879915
  z: 0.381827837883
orientation: 
  x: -0.0041562943791
  y: -0.000570250802086
  z: 0.0705249794876
  w: 0.997501191628]",[]
1970/01/01/09:00:47.240000,"['Floor', 'KHR-3HV']","[position: 
  x: 0.0
  y: 0.0
  z: -0.1
orientation: 
  x: 0.0
  y: 0.0
  z: 0.0
  w: 1.0, position: 
  x: 0.0130749336664
  y: -0.00791342879915
  z: 0.381827837883
orientation: 
  x: -0.0041562943791
  y: -0.000570250802086
  z: 0.0705249794876
  w: 0.997501191628]",[]
1970/01/01/09:00:47.250000,"['Floor', 'KHR-3HV']","[position: 
  x: 0.0
  y: 0.0
  z: -0.1
orientation: 
  x: 0.0
  y: 0.0
  z: 0.0
  w: 1.0, position: 
  x: 0.0130749336664
  y: -0.00791342879915
  z: 0.381827837883
orientation: 
  x: -0.0041562943791
  y: -0.000570250802086
  z: 0.0705249794876
  w: 0.997501191628]",[]
1970/01/01/09:00:47.260000,"['Floor', 'KHR-3HV']","[position: 
  x: 0.0
  y: 0.0
  z: -0.1
orientation: 
  x: 0.0
  y: 0.0
  z: 0.0
  w: 1.0, position: 
  x: 0.0130749336664
  y: -0.00791342879915
  z: 0.381827837883
orientation: 
  x: -0.0041562943791
  y: -0.000570250802086
  z: 0.0705249794876
  w: 0.997501191628]",[]
1970/01/01/09:00:47.270000,"['Floor', 'KHR-3HV']","[position: 
  x: 0.0
  y: 0.0
  z: -0.1
orientation: 
  x: 0.0
  y: 0.0
  z: 0.0
  w: 1.0, position: 
  x: 0.0137965147773
  y: -0.0116561101951
  z: 0.381717785693
orientation: 
  x: 0.000251542265712
  y: -1.30481348057e-05
  z: 0.068888860138
  w: 0.997624308798]",[]
1970/01/01/09:00:47.280000,"['Floor', 'KHR-3HV']","[position: 
  x: 0.0
  y: 0.0
  z: -0.1
orientation: 
  x: 0.0
  y: 0.0
  z: 0.0
  w: 1.0, position: 
  x: 0.0137965147773
  y: -0.0116561101951
  z: 0.381717785693
orientation: 
  x: 0.000251542265712
  y: -1.30481348057e-05
  z: 0.068888860138
  w: 0.997624308798]",[]
1970/01/01/09:00:47.290000,"['Floor', 'KHR-3HV']","[position: 
  x: 0.0
  y: 0.0
  z: -0.1
orientation: 
  x: 0.0
  y: 0.0
  z: 0.0
  w: 1.0, position: 
  x: 0.0137965147773
  y: -0.0116561101951
  z: 0.381717785693
orientation: 
  x: 0.000251542265712
  y: -1.30481348057e-05
  z: 0.068888860138
  w: 0.997624308798]",[]
1970/01/01/09:00:47.300000,"['Floor', 'KHR-3HV']","[position: 
  x: 0.0
  y: 0.0
  z: -0.1
orientation: 
  x: 0.0
  y: 0.0
  z: 0.0
  w: 1.0, position: 
  x: 0.0137965147773
  y: -0.0116561101951
  z: 0.381717785693
orientation: 
  x: 0.000251542265712
  y: -1.30481348057e-05
  z: 0.068888860138
  w: 0.997624308798]",[]
1970/01/01/09:00:47.310000,"['Floor', 'KHR-3HV']","[position: 
  x: 0.0
  y: 0.0
  z: -0.1
orientation: 
  x: 0.0
  y: 0.0
  z: 0.0
  w: 1.0, position: 
  x: 0.0137965147773
  y: -0.0116561101951
  z: 0.381717785693
orientation: 
  x: 0.000251542265712
  y: -1.30481348057e-05
  z: 0.068888860138
  w: 0.997624308798]",[]
1970/01/01/09:00:47.320000,"['Floor', 'KHR-3HV']","[position: 
  x: 0.0
  y: 0.0
  z: -0.1
orientation: 
  x: 0.0
  y: 0.0
  z: 0.0
  w: 1.0, position: 
  x: 0.0140324020936
  y: -0.015712030687
  z: 0.381758265084
orientation: 
  x: 0.00512020591326
  y: -9.84022446493e-05
  z: 0.0700452654359
  w: 0.9975306685]",[]
1970/01/01/09:00:47.330000,"['Floor', 'KHR-3HV']","[position: 
  x: 0.0
  y: 0.0
  z: -0.1
orientation: 
  x: 0.0
  y: 0.0
  z: 0.0
  w: 1.0, position: 
  x: 0.0140324020936
  y: -0.015712030687
  z: 0.381758265084
orientation: 
  x: 0.00512020591326
  y: -9.84022446493e-05
  z: 0.0700452654359
  w: 0.9975306685]",[]
1970/01/01/09:00:47.340000,"['Floor', 'KHR-3HV']","[position: 
  x: 0.0
  y: 0.0
  z: -0.1
orientation: 
  x: 0.0
  y: 0.0
  z: 0.0
  w: 1.0, position: 
  x: 0.0140324020936
  y: -0.015712030687
  z: 0.381758265084
orientation: 
  x: 0.00512020591326
  y: -9.84022446493e-05
  z: 0.0700452654359
  w: 0.9975306685]",[]
1970/01/01/09:00:47.350000,"['Floor', 'KHR-3HV']","[position: 
  x: 0.0
  y: 0.0
  z: -0.1
orientation: 
  x: 0.0
  y: 0.0
  z: 0.0
  w: 1.0, position: 
  x: 0.0140324020936
  y: -0.015712030687
  z: 0.381758265084
orientation: 
  x: 0.00512020591326
  y: -9.84022446493e-05
  z: 0.0700452654359
  w: 0.9975306685]",[]
1970/01/01/09:00:47.360000,"['Floor', 'KHR-3HV']","[position: 
  x: 0.0
  y: 0.0
  z: -0.1
orientation: 
  x: 0.0
  y: 0.0
  z: 0.0
  w: 1.0, position: 
  x: 0.0147525739071
  y: -0.0141276899904
  z: 0.381822213694
orientation: 
  x: 0.00272589531821
  y: 0.000978327489539
  z: 0.0714097443948
  w: 0.997442860908]",[]
1970/01/01/09:00:47.370000,"['Floor', 'KHR-3HV']","[position: 
  x: 0.0
  y: 0.0
  z: -0.1
orientation: 
  x: 0.0
  y: 0.0
  z: 0.0
  w: 1.0, position: 
  x: 0.0147525739071
  y: -0.0141276899904
  z: 0.381822213694
orientation: 
  x: 0.00272589531821
  y: 0.000978327489539
  z: 0.0714097443948
  w: 0.997442860908]",[]
1970/01/01/09:00:47.380000,"['Floor', 'KHR-3HV']","[position: 
  x: 0.0
  y: 0.0
  z: -0.1
orientation: 
  x: 0.0
  y: 0.0
  z: 0.0
  w: 1.0, position: 
  x: 0.0147525739071
  y: -0.0141276899904
  z: 0.381822213694
orientation: 
  x: 0.00272589531821
  y: 0.000978327489539
  z: 0.0714097443948
  w: 0.997442860908]",[]
1970/01/01/09:00:47.390000,"['Floor', 'KHR-3HV']","[position: 
  x: 0.0
  y: 0.0
  z: -0.1
orientation: 
  x: 0.0
  y: 0.0
  z: 0.0
  w: 1.0, position: 
  x: 0.0147525739071
  y: -0.0141276899904
  z: 0.381822213694
orientation: 
  x: 0.00272589531821
  y: 0.000978327489539
  z: 0.0714097443948
  w: 0.997442860908]",[]
1970/01/01/09:00:47.400000,"['Floor', 'KHR-3HV']","[position: 
  x: 0.0
  y: 0.0
  z: -0.1
orientation: 
  x: 0.0
  y: 0.0
  z: 0.0
  w: 1.0, position: 
  x: 0.0147525739071
  y: -0.0141276899904
  z: 0.381822213694
orientation: 
  x: 0.00272589531821
  y: 0.000978327489539
  z: 0.0714097443948
  w: 0.997442860908]",[]
1970/01/01/09:00:47.410000,"['Floor', 'KHR-3HV']","[position: 
  x: 0.0
  y: 0.0
  z: -0.1
orientation: 
  x: 0.0
  y: 0.0
  z: 0.0
  w: 1.0, position: 
  x: 0.0147525739071
  y: -0.0141276899904
  z: 0.381822213694
orientation: 
  x: 0.00272589531821
  y: 0.000978327489539
  z: 0.0714097443948
  w: 0.997442860908]",[]
1970/01/01/09:00:47.420000,"['Floor', 'KHR-3HV']","[position: 
  x: 0.0
  y: 0.0
  z: -0.1
orientation: 
  x: 0.0
  y: 0.0
  z: 0.0
  w: 1.0, position: 
  x: 0.0138461249496
  y: -0.0137989766343
  z: 0.381943711886
orientation: 
  x: 0.00147169264075
  y: -0.000323002520569
  z: 0.0725080008511
  w: 0.997366692648]",[]
1970/01/01/09:00:47.430000,"['Floor', 'KHR-3HV']","[position: 
  x: 0.0
  y: 0.0
  z: -0.1
orientation: 
  x: 0.0
  y: 0.0
  z: 0.0
  w: 1.0, position: 
  x: 0.0138461249496
  y: -0.0137989766343
  z: 0.381943711886
orientation: 
  x: 0.00147169264075
  y: -0.000323002520569
  z: 0.0725080008511
  w: 0.997366692648]",[]
1970/01/01/09:00:47.440000,"['Floor', 'KHR-3HV']","[position: 
  x: 0.0
  y: 0.0
  z: -0.1
orientation: 
  x: 0.0
  y: 0.0
  z: 0.0
  w: 1.0, position: 
  x: 0.0138461249496
  y: -0.0137989766343
  z: 0.381943711886
orientation: 
  x: 0.00147169264075
  y: -0.000323002520569
  z: 0.0725080008511
  w: 0.997366692648]",[]
1970/01/01/09:00:47.450000,"['Floor', 'KHR-3HV']","[position: 
  x: 0.0
  y: 0.0
  z: -0.1
orientation: 
  x: 0.0
  y: 0.0
  z: 0.0
  w: 1.0, position: 
  x: 0.0138461249496
  y: -0.0137989766343
  z: 0.381943711886
orientation: 
  x: 0.00147169264075
  y: -0.000323002520569
  z: 0.0725080008511
  w: 0.997366692648]",[]
1970/01/01/09:00:47.460000,"['Floor', 'KHR-3HV']","[position: 
  x: 0.0
  y: 0.0
  z: -0.1
orientation: 
  x: 0.0
  y: 0.0
  z: 0.0
  w: 1.0, position: 
  x: 0.0138461249496
  y: -0.0137989766343
  z: 0.381943711886
orientation: 
  x: 0.00147169264075
  y: -0.000323002520569
  z: 0.0725080008511
  w: 0.997366692648]",[]
1970/01/01/09:00:47.470000,"['Floor', 'KHR-3HV']","[position: 
  x: 0.0
  y: 0.0
  z: -0.1
orientation: 
  x: 0.0
  y: 0.0
  z: 0.0
  w: 1.0, position: 
  x: 0.0145853049057
  y: -0.0149498238047
  z: 0.381990145812
orientation: 
  x: 0.00224228252322
  y: 0.000394299070616
  z: 0.0731861358333
  w: 0.997315700377]",[]
1970/01/01/09:00:47.480000,"['Floor', 'KHR-3HV']","[position: 
  x: 0.0
  y: 0.0
  z: -0.1
orientation: 
  x: 0.0
  y: 0.0
  z: 0.0
  w: 1.0, position: 
  x: 0.0145853049057
  y: -0.0149498238047
  z: 0.381990145812
orientation: 
  x: 0.00224228252322
  y: 0.000394299070616
  z: 0.0731861358333
  w: 0.997315700377]",[]
1970/01/01/09:00:47.490000,"['Floor', 'KHR-3HV']","[position: 
  x: 0.0
  y: 0.0
  z: -0.1
orientation: 
  x: 0.0
  y: 0.0
  z: 0.0
  w: 1.0, position: 
  x: 0.0145853049057
  y: -0.0149498238047
  z: 0.381990145812
orientation: 
  x: 0.00224228252322
  y: 0.000394299070616
  z: 0.0731861358333
  w: 0.997315700377]",[]
1970/01/01/09:00:47.500000,"['Floor', 'KHR-3HV']","[position: 
  x: 0.0
  y: 0.0
  z: -0.1
orientation: 
  x: 0.0
  y: 0.0
  z: 0.0
  w: 1.0, position: 
  x: 0.0145853049057
  y: -0.0149498238047
  z: 0.381990145812
orientation: 
  x: 0.00224228252322
  y: 0.000394299070616
  z: 0.0731861358333
  w: 0.997315700377]",[]
1970/01/01/09:00:47.510000,"['Floor', 'KHR-3HV']","[position: 
  x: 0.0
  y: 0.0
  z: -0.1
orientation: 
  x: 0.0
  y: 0.0
  z: 0.0
  w: 1.0, position: 
  x: 0.0145853049057
  y: -0.0149498238047
  z: 0.381990145812
orientation: 
  x: 0.00224228252322
  y: 0.000394299070616
  z: 0.0731861358333
  w: 0.997315700377]",[]
1970/01/01/09:00:47.520000,"['Floor', 'KHR-3HV']","[position: 
  x: 0.0
  y: 0.0
  z: -0.1
orientation: 
  x: 0.0
  y: 0.0
  z: 0.0
  w: 1.0, position: 
  x: 0.0152920079717
  y: -0.0174391642484
  z: 0.381940625207
orientation: 
  x: 0.00507527841901
  y: 0.00100386128301
  z: 0.0734419243515
  w: 0.997286076088]",[]
1970/01/01/09:00:47.530000,"['Floor', 'KHR-3HV']","[position: 
  x: 0.0
  y: 0.0
  z: -0.1
orientation: 
  x: 0.0
  y: 0.0
  z: 0.0
  w: 1.0, position: 
  x: 0.0152920079717
  y: -0.0174391642484
  z: 0.381940625207
orientation: 
  x: 0.00507527841901
  y: 0.00100386128301
  z: 0.0734419243515
  w: 0.997286076088]",[]
1970/01/01/09:00:47.540000,"['Floor', 'KHR-3HV']","[position: 
  x: 0.0
  y: 0.0
  z: -0.1
orientation: 
  x: 0.0
  y: 0.0
  z: 0.0
  w: 1.0, position: 
  x: 0.0152920079717
  y: -0.0174391642484
  z: 0.381940625207
orientation: 
  x: 0.00507527841901
  y: 0.00100386128301
  z: 0.0734419243515
  w: 0.997286076088]",[]
1970/01/01/09:00:47.550000,"['Floor', 'KHR-3HV']","[position: 
  x: 0.0
  y: 0.0
  z: -0.1
orientation: 
  x: 0.0
  y: 0.0
  z: 0.0
  w: 1.0, position: 
  x: 0.0152920079717
  y: -0.0174391642484
  z: 0.381940625207
orientation: 
  x: 0.00507527841901
  y: 0.00100386128301
  z: 0.0734419243515
  w: 0.997286076088]",[]
1970/01/01/09:00:47.560000,"['Floor', 'KHR-3HV']","[position: 
  x: 0.0
  y: 0.0
  z: -0.1
orientation: 
  x: 0.0
  y: 0.0
  z: 0.0
  w: 1.0, position: 
  x: 0.0144272307613
  y: -0.0206119855272
  z: 0.38201198949
orientation: 
  x: 0.00906381039038
  y: -0.000399964437204
  z: 0.0749669017301
  w: 0.997144749279]",[]
1970/01/01/09:00:47.570000,"['Floor', 'KHR-3HV']","[position: 
  x: 0.0
  y: 0.0
  z: -0.1
orientation: 
  x: 0.0
  y: 0.0
  z: 0.0
  w: 1.0, position: 
  x: 0.0144272307613
  y: -0.0206119855272
  z: 0.38201198949
orientation: 
  x: 0.00906381039038
  y: -0.000399964437204
  z: 0.0749669017301
  w: 0.997144749279]",[]
1970/01/01/09:00:47.580000,"['Floor', 'KHR-3HV']","[position: 
  x: 0.0
  y: 0.0
  z: -0.1
orientation: 
  x: 0.0
  y: 0.0
  z: 0.0
  w: 1.0, position: 
  x: 0.0144272307613
  y: -0.0206119855272
  z: 0.38201198949
orientation: 
  x: 0.00906381039038
  y: -0.000399964437204
  z: 0.0749669017301
  w: 0.997144749279]",[]
1970/01/01/09:00:47.590000,"['Floor', 'KHR-3HV']","[position: 
  x: 0.0
  y: 0.0
  z: -0.1
orientation: 
  x: 0.0
  y: 0.0
  z: 0.0
  w: 1.0, position: 
  x: 0.0144272307613
  y: -0.0206119855272
  z: 0.38201198949
orientation: 
  x: 0.00906381039038
  y: -0.000399964437204
  z: 0.0749669017301
  w: 0.997144749279]",[]
1970/01/01/09:00:47.600000,"['Floor', 'KHR-3HV']","[position: 
  x: 0.0
  y: 0.0
  z: -0.1
orientation: 
  x: 0.0
  y: 0.0
  z: 0.0
  w: 1.0, position: 
  x: 0.014824008143
  y: -0.0207252854932
  z: 0.382005391742
orientation: 
  x: 0.00925475444832
  y: 0.000137949774693
  z: 0.0760615405411
  w: 0.997060164955]",[]
1970/01/01/09:00:47.610000,"['Floor', 'KHR-3HV']","[position: 
  x: 0.0
  y: 0.0
  z: -0.1
orientation: 
  x: 0.0
  y: 0.0
  z: 0.0
  w: 1.0, position: 
  x: 0.014824008143
  y: -0.0207252854932
  z: 0.382005391742
orientation: 
  x: 0.00925475444832
  y: 0.000137949774693
  z: 0.0760615405411
  w: 0.997060164955]",[]
1970/01/01/09:00:47.620000,"['Floor', 'KHR-3HV']","[position: 
  x: 0.0
  y: 0.0
  z: -0.1
orientation: 
  x: 0.0
  y: 0.0
  z: 0.0
  w: 1.0, position: 
  x: 0.014824008143
  y: -0.0207252854932
  z: 0.382005391742
orientation: 
  x: 0.00925475444832
  y: 0.000137949774693
  z: 0.0760615405411
  w: 0.997060164955]",[]
1970/01/01/09:00:47.630000,"['Floor', 'KHR-3HV']","[position: 
  x: 0.0
  y: 0.0
  z: -0.1
orientation: 
  x: 0.0
  y: 0.0
  z: 0.0
  w: 1.0, position: 
  x: 0.014824008143
  y: -0.0207252854932
  z: 0.382005391742
orientation: 
  x: 0.00925475444832
  y: 0.000137949774693
  z: 0.0760615405411
  w: 0.997060164955]",[]
1970/01/01/09:00:47.640000,"['Floor', 'KHR-3HV']","[position: 
  x: 0.0
  y: 0.0
  z: -0.1
orientation: 
  x: 0.0
  y: 0.0
  z: 0.0
  w: 1.0, position: 
  x: 0.0140421681743
  y: -0.0204821701945
  z: 0.382023060065
orientation: 
  x: 0.00886295752874
  y: -0.000816150652675
  z: 0.0771618449909
  w: 0.996978852113]",[]
1970/01/01/09:00:47.650000,"['Floor', 'KHR-3HV']","[position: 
  x: 0.0
  y: 0.0
  z: -0.1
orientation: 
  x: 0.0
  y: 0.0
  z: 0.0
  w: 1.0, position: 
  x: 0.0140421681743
  y: -0.0204821701945
  z: 0.382023060065
orientation: 
  x: 0.00886295752874
  y: -0.000816150652675
  z: 0.0771618449909
  w: 0.996978852113]",[]
1970/01/01/09:00:47.660000,"['Floor', 'KHR-3HV']","[position: 
  x: 0.0
  y: 0.0
  z: -0.1
orientation: 
  x: 0.0
  y: 0.0
  z: 0.0
  w: 1.0, position: 
  x: 0.0140421681743
  y: -0.0204821701945
  z: 0.382023060065
orientation: 
  x: 0.00886295752874
  y: -0.000816150652675
  z: 0.0771618449909
  w: 0.996978852113]",[]
1970/01/01/09:00:47.670000,"['Floor', 'KHR-3HV']","[position: 
  x: 0.0
  y: 0.0
  z: -0.1
orientation: 
  x: 0.0
  y: 0.0
  z: 0.0
  w: 1.0, position: 
  x: 0.0140421681743
  y: -0.0204821701945
  z: 0.382023060065
orientation: 
  x: 0.00886295752874
  y: -0.000816150652675
  z: 0.0771618449909
  w: 0.996978852113]",[]
1970/01/01/09:00:47.680000,"['Floor', 'KHR-3HV']","[position: 
  x: 0.0
  y: 0.0
  z: -0.1
orientation: 
  x: 0.0
  y: 0.0
  z: 0.0
  w: 1.0, position: 
  x: 0.0146429698556
  y: -0.0198020037571
  z: 0.382006899703
orientation: 
  x: 0.00803963837286
  y: 6.11634256764e-05
  z: 0.0773919759989
  w: 0.996968325738]",[]
1970/01/01/09:00:47.690000,"['Floor', 'KHR-3HV']","[position: 
  x: 0.0
  y: 0.0
  z: -0.1
orientation: 
  x: 0.0
  y: 0.0
  z: 0.0
  w: 1.0, position: 
  x: 0.0146429698556
  y: -0.0198020037571
  z: 0.382006899703
orientation: 
  x: 0.00803963837286
  y: 6.11634256764e-05
  z: 0.0773919759989
  w: 0.996968325738]",[]
1970/01/01/09:00:47.700000,"['Floor', 'KHR-3HV']","[position: 
  x: 0.0
  y: 0.0
  z: -0.1
orientation: 
  x: 0.0
  y: 0.0
  z: 0.0
  w: 1.0, position: 
  x: 0.0146429698556
  y: -0.0198020037571
  z: 0.382006899703
orientation: 
  x: 0.00803963837286
  y: 6.11634256764e-05
  z: 0.0773919759989
  w: 0.996968325738]",[]
1970/01/01/09:00:47.710000,"['Floor', 'KHR-3HV']","[position: 
  x: 0.0
  y: 0.0
  z: -0.1
orientation: 
  x: 0.0
  y: 0.0
  z: 0.0
  w: 1.0, position: 
  x: 0.0146429698556
  y: -0.0198020037571
  z: 0.382006899703
orientation: 
  x: 0.00803963837286
  y: 6.11634256764e-05
  z: 0.0773919759989
  w: 0.996968325738]",[]
1970/01/01/09:00:47.720000,"['Floor', 'KHR-3HV']","[position: 
  x: 0.0
  y: 0.0
  z: -0.1
orientation: 
  x: 0.0
  y: 0.0
  z: 0.0
  w: 1.0, position: 
  x: 0.0146429698556
  y: -0.0198020037571
  z: 0.382006899703
orientation: 
  x: 0.00803963837286
  y: 6.11634256764e-05
  z: 0.0773919759989
  w: 0.996968325738]",[]
1970/01/01/09:00:47.730000,"['Floor', 'KHR-3HV']","[position: 
  x: 0.0
  y: 0.0
  z: -0.1
orientation: 
  x: 0.0
  y: 0.0
  z: 0.0
  w: 1.0, position: 
  x: 0.0146429698556
  y: -0.0198020037571
  z: 0.382006899703
orientation: 
  x: 0.00803963837286
  y: 6.11634256764e-05
  z: 0.0773919759989
  w: 0.996968325738]",[]
1970/01/01/09:00:47.740000,"['Floor', 'KHR-3HV']","[position: 
  x: 0.0
  y: 0.0
  z: -0.1
orientation: 
  x: 0.0
  y: 0.0
  z: 0.0
  w: 1.0, position: 
  x: 0.0146429698556
  y: -0.0198020037571
  z: 0.382006899703
orientation: 
  x: 0.00803963837286
  y: 6.11634256764e-05
  z: 0.0773919759989
  w: 0.996968325738]",[]
1970/01/01/09:00:47.750000,"['Floor', 'KHR-3HV']","[position: 
  x: 0.0
  y: 0.0
  z: -0.1
orientation: 
  x: 0.0
  y: 0.0
  z: 0.0
  w: 1.0, position: 
  x: 0.0142825188764
  y: -0.0184541965163
  z: 0.381948595222
orientation: 
  x: 0.00615008645786
  y: -0.000245460565578
  z: 0.0774530517472
  w: 0.99697700122]",[]
1970/01/01/09:00:47.760000,"['Floor', 'KHR-3HV']","[position: 
  x: 0.0
  y: 0.0
  z: -0.1
orientation: 
  x: 0.0
  y: 0.0
  z: 0.0
  w: 1.0, position: 
  x: 0.0142825188764
  y: -0.0184541965163
  z: 0.381948595222
orientation: 
  x: 0.00615008645786
  y: -0.000245460565578
  z: 0.0774530517472
  w: 0.99697700122]",[]
1970/01/01/09:00:47.770000,"['Floor', 'KHR-3HV']","[position: 
  x: 0.0
  y: 0.0
  z: -0.1
orientation: 
  x: 0.0
  y: 0.0
  z: 0.0
  w: 1.0, position: 
  x: 0.0142825188764
  y: -0.0184541965163
  z: 0.381948595222
orientation: 
  x: 0.00615008645786
  y: -0.000245460565578
  z: 0.0774530517472
  w: 0.99697700122]",[]
1970/01/01/09:00:47.780000,"['Floor', 'KHR-3HV']","[position: 
  x: 0.0
  y: 0.0
  z: -0.1
orientation: 
  x: 0.0
  y: 0.0
  z: 0.0
  w: 1.0, position: 
  x: 0.0142825188764
  y: -0.0184541965163
  z: 0.381948595222
orientation: 
  x: 0.00615008645786
  y: -0.000245460565578
  z: 0.0774530517472
  w: 0.99697700122]",[]
1970/01/01/09:00:47.790000,"['Floor', 'KHR-3HV']","[position: 
  x: 0.0
  y: 0.0
  z: -0.1
orientation: 
  x: 0.0
  y: 0.0
  z: 0.0
  w: 1.0, position: 
  x: 0.0142825188764
  y: -0.0184541965163
  z: 0.381948595222
orientation: 
  x: 0.00615008645786
  y: -0.000245460565578
  z: 0.0774530517472
  w: 0.99697700122]",[]
1970/01/01/09:00:47.800000,"['Floor', 'KHR-3HV']","[position: 
  x: 0.0
  y: 0.0
  z: -0.1
orientation: 
  x: 0.0
  y: 0.0
  z: 0.0
  w: 1.0, position: 
  x: 0.0146541820476
  y: -0.0155864582583
  z: 0.381974066429
orientation: 
  x: 0.00199769601645
  y: 0.000469083492392
  z: 0.0778552513691
  w: 0.996962561486]",[]
1970/01/01/09:00:47.810000,"['Floor', 'KHR-3HV']","[position: 
  x: 0.0
  y: 0.0
  z: -0.1
orientation: 
  x: 0.0
  y: 0.0
  z: 0.0
  w: 1.0, position: 
  x: 0.0146541820476
  y: -0.0155864582583
  z: 0.381974066429
orientation: 
  x: 0.00199769601645
  y: 0.000469083492392
  z: 0.0778552513691
  w: 0.996962561486]",[]
