time,.name,.pose,.twist
1970/01/01/09:00:10.880000,"['Floor', 'KHR-3HV']","[position: 
  x: 0.0
  y: 0.0
  z: -0.1
orientation: 
  x: 0.0
  y: 0.0
  z: 0.0
  w: 1.0, position: 
  x: 0.00299682189383
  y: -0.0105403269781
  z: 0.381461415114
orientation: 
  x: 0.00026974091889
  y: 0.000105196558182
  z: 0.0447713129986
  w: 0.998997220069]",[]
1970/01/01/09:00:10.890000,"['Floor', 'KHR-3HV']","[position: 
  x: 0.0
  y: 0.0
  z: -0.1
orientation: 
  x: 0.0
  y: 0.0
  z: 0.0
  w: 1.0, position: 
  x: 0.00299682189383
  y: -0.0105403269781
  z: 0.381461415114
orientation: 
  x: 0.00026974091889
  y: 0.000105196558182
  z: 0.0447713129986
  w: 0.998997220069]",[]
1970/01/01/09:00:10.900000,"['Floor', 'KHR-3HV']","[position: 
  x: 0.0
  y: 0.0
  z: -0.1
orientation: 
  x: 0.0
  y: 0.0
  z: 0.0
  w: 1.0, position: 
  x: 0.00295208911069
  y: -0.0104831374355
  z: 0.381454479859
orientation: 
  x: 0.000269474876289
  y: 5.54362832685e-05
  z: 0.0443947746447
  w: 0.999014028077]",[]
1970/01/01/09:00:10.910000,"['Floor', 'KHR-3HV']","[position: 
  x: 0.0
  y: 0.0
  z: -0.1
orientation: 
  x: 0.0
  y: 0.0
  z: 0.0
  w: 1.0, position: 
  x: 0.00290373164152
  y: -0.0104172314799
  z: 0.3814474235
orientation: 
  x: 0.000266317683356
  y: 1.29031727813e-06
  z: 0.0440199117649
  w: 0.99903061837]",[]
1970/01/01/09:00:10.920000,"['Floor', 'KHR-3HV']","[position: 
  x: 0.0
  y: 0.0
  z: -0.1
orientation: 
  x: 0.0
  y: 0.0
  z: 0.0
  w: 1.0, position: 
  x: 0.00290373164152
  y: -0.0104172314799
  z: 0.3814474235
orientation: 
  x: 0.000266317683356
  y: 1.29031727813e-06
  z: 0.0440199117649
  w: 0.99903061837]",[]
1970/01/01/09:00:10.930000,"['Floor', 'KHR-3HV']","[position: 
  x: 0.0
  y: 0.0
  z: -0.1
orientation: 
  x: 0.0
  y: 0.0
  z: 0.0
  w: 1.0, position: 
  x: 0.00290373164152
  y: -0.0104172314799
  z: 0.3814474235
orientation: 
  x: 0.000266317683356
  y: 1.29031727813e-06
  z: 0.0440199117649
  w: 0.99903061837]",[]
1970/01/01/09:00:10.940000,"['Floor', 'KHR-3HV']","[position: 
  x: 0.0
  y: 0.0
  z: -0.1
orientation: 
  x: 0.0
  y: 0.0
  z: 0.0
  w: 1.0, position: 
  x: 0.00286754229779
  y: -0.0103629119599
  z: 0.381442255059
orientation: 
  x: 0.000261753129406
  y: -3.90320523288e-05
  z: 0.0437642185892
  w: 0.999041852543]",[]
1970/01/01/09:00:10.950000,"['Floor', 'KHR-3HV']","[position: 
  x: 0.0
  y: 0.0
  z: -0.1
orientation: 
  x: 0.0
  y: 0.0
  z: 0.0
  w: 1.0, position: 
  x: 0.00286754229779
  y: -0.0103629119599
  z: 0.381442255059
orientation: 
  x: 0.000261753129406
  y: -3.90320523288e-05
  z: 0.0437642185892
  w: 0.999041852543]",[]
1970/01/01/09:00:10.960000,"['Floor', 'KHR-3HV']","[position: 
  x: 0.0
  y: 0.0
  z: -0.1
orientation: 
  x: 0.0
  y: 0.0
  z: 0.0
  w: 1.0, position: 
  x: 0.00281876015712
  y: -0.0102793912122
  z: 0.38143524038
orientation: 
  x: 0.00025195063886
  y: -9.25557402449e-05
  z: 0.0434607230917
  w: 0.999055100334]",[]
1970/01/01/09:00:10.970000,"['Floor', 'KHR-3HV']","[position: 
  x: 0.0
  y: 0.0
  z: -0.1
orientation: 
  x: 0.0
  y: 0.0
  z: 0.0
  w: 1.0, position: 
  x: 0.00281876015712
  y: -0.0102793912122
  z: 0.38143524038
orientation: 
  x: 0.00025195063886
  y: -9.25557402449e-05
  z: 0.0434607230917
  w: 0.999055100334]",[]
1970/01/01/09:00:10.980000,"['Floor', 'KHR-3HV']","[position: 
  x: 0.0
  y: 0.0
  z: -0.1
orientation: 
  x: 0.0
  y: 0.0
  z: 0.0
  w: 1.0, position: 
  x: 0.00281876015712
  y: -0.0102793912122
  z: 0.38143524038
orientation: 
  x: 0.00025195063886
  y: -9.25557402449e-05
  z: 0.0434607230917
  w: 0.999055100334]",[]
1970/01/01/09:00:10.990000,"['Floor', 'KHR-3HV']","[position: 
  x: 0.0
  y: 0.0
  z: -0.1
orientation: 
  x: 0.0
  y: 0.0
  z: 0.0
  w: 1.0, position: 
  x: 0.00277121328904
  y: -0.0101797184755
  z: 0.381428154498
orientation: 
  x: 0.000237047078524
  y: -0.000143367626862
  z: 0.0432367929641
  w: 0.999064814208]",[]
1970/01/01/09:00:11.000000,"['Floor', 'KHR-3HV']","[position: 
  x: 0.0
  y: 0.0
  z: -0.1
orientation: 
  x: 0.0
  y: 0.0
  z: 0.0
  w: 1.0, position: 
  x: 0.00272308837215
  y: -0.0100430434915
  z: 0.381420394069
orientation: 
  x: 0.000212995334123
  y: -0.000193815044093
  z: 0.0431732100692
  w: 0.999067560779]",[]
1970/01/01/09:00:11.010000,"['Floor', 'KHR-3HV']","[position: 
  x: 0.0
  y: 0.0
  z: -0.1
orientation: 
  x: 0.0
  y: 0.0
  z: 0.0
  w: 1.0, position: 
  x: 0.00272308837215
  y: -0.0100430434915
  z: 0.381420394069
orientation: 
  x: 0.000212995334123
  y: -0.000193815044093
  z: 0.0431732100692
  w: 0.999067560779]",[]
1970/01/01/09:00:11.020000,"['Floor', 'KHR-3HV']","[position: 
  x: 0.0
  y: 0.0
  z: -0.1
orientation: 
  x: 0.0
  y: 0.0
  z: 0.0
  w: 1.0, position: 
  x: 0.00272308837215
  y: -0.0100430434915
  z: 0.381420394069
orientation: 
  x: 0.000212995334123
  y: -0.000193815044093
  z: 0.0431732100692
  w: 0.999067560779]",[]
1970/01/01/09:00:11.030000,"['Floor', 'KHR-3HV']","[position: 
  x: 0.0
  y: 0.0
  z: -0.1
orientation: 
  x: 0.0
  y: 0.0
  z: 0.0
  w: 1.0, position: 
  x: 0.00268997098666
  y: -0.00993127489742
  z: 0.381414910954
orientation: 
  x: 0.000189645509713
  y: -0.000226248767829
  z: 0.0431729312809
  w: 0.999067570713]",[]
1970/01/01/09:00:11.040000,"['Floor', 'KHR-3HV']","[position: 
  x: 0.0
  y: 0.0
  z: -0.1
orientation: 
  x: 0.0
  y: 0.0
  z: 0.0
  w: 1.0, position: 
  x: 0.00265042712785
  y: -0.00977843977194
  z: 0.381408326804
orientation: 
  x: 0.000147166902536
  y: -0.000262242664967
  z: 0.0431937491892
  w: 0.999066669248]",[]
1970/01/01/09:00:11.050000,"['Floor', 'KHR-3HV']","[position: 
  x: 0.0
  y: 0.0
  z: -0.1
orientation: 
  x: 0.0
  y: 0.0
  z: 0.0
  w: 1.0, position: 
  x: 0.00265042712785
  y: -0.00977843977194
  z: 0.381408326804
orientation: 
  x: 0.000147166902536
  y: -0.000262242664967
  z: 0.0431937491892
  w: 0.999066669248]",[]
1970/01/01/09:00:11.060000,"['Floor', 'KHR-3HV']","[position: 
  x: 0.0
  y: 0.0
  z: -0.1
orientation: 
  x: 0.0
  y: 0.0
  z: 0.0
  w: 1.0, position: 
  x: 0.00265042712785
  y: -0.00977843977194
  z: 0.381408326804
orientation: 
  x: 0.000147166902536
  y: -0.000262242664967
  z: 0.0431937491892
  w: 0.999066669248]",[]
1970/01/01/09:00:11.070000,"['Floor', 'KHR-3HV']","[position: 
  x: 0.0
  y: 0.0
  z: -0.1
orientation: 
  x: 0.0
  y: 0.0
  z: 0.0
  w: 1.0, position: 
  x: 0.00264469090543
  y: -0.00972007884697
  z: 0.381405868679
orientation: 
  x: 0.000119457396795
  y: -0.000276031162714
  z: 0.0434395842604
  w: 0.99905601047]",[]
1970/01/01/09:00:11.080000,"['Floor', 'KHR-3HV']","[position: 
  x: 0.0
  y: 0.0
  z: -0.1
orientation: 
  x: 0.0
  y: 0.0
  z: 0.0
  w: 1.0, position: 
  x: 0.00264469090543
  y: -0.00972007884697
  z: 0.381405868679
orientation: 
  x: 0.000119457396795
  y: -0.000276031162714
  z: 0.0434395842604
  w: 0.99905601047]",[]
1970/01/01/09:00:11.090000,"['Floor', 'KHR-3HV']","[position: 
  x: 0.0
  y: 0.0
  z: -0.1
orientation: 
  x: 0.0
  y: 0.0
  z: 0.0
  w: 1.0, position: 
  x: 0.00264469090543
  y: -0.00972007884697
  z: 0.381405868679
orientation: 
  x: 0.000119457396795
  y: -0.000276031162714
  z: 0.0434395842604
  w: 0.99905601047]",[]
1970/01/01/09:00:11.100000,"['Floor', 'KHR-3HV']","[position: 
  x: 0.0
  y: 0.0
  z: -0.1
orientation: 
  x: 0.0
  y: 0.0
  z: 0.0
  w: 1.0, position: 
  x: 0.00264469090543
  y: -0.00972007884697
  z: 0.381405868679
orientation: 
  x: 0.000119457396795
  y: -0.000276031162714
  z: 0.0434395842604
  w: 0.99905601047]",[]
1970/01/01/09:00:11.110000,"['Floor', 'KHR-3HV']","[position: 
  x: 0.0
  y: 0.0
  z: -0.1
orientation: 
  x: 0.0
  y: 0.0
  z: 0.0
  w: 1.0, position: 
  x: 0.00260883903361
  y: -0.00943590409857
  z: 0.381408298716
orientation: 
  x: -6.89757406808e-05
  y: -0.000318016198459
  z: 0.0440296375432
  w: 0.99903017228]",[]
1970/01/01/09:00:11.120000,"['Floor', 'KHR-3HV']","[position: 
  x: 0.0
  y: 0.0
  z: -0.1
orientation: 
  x: 0.0
  y: 0.0
  z: 0.0
  w: 1.0, position: 
  x: 0.00260883903361
  y: -0.00943590409857
  z: 0.381408298716
orientation: 
  x: -6.89757406808e-05
  y: -0.000318016198459
  z: 0.0440296375432
  w: 0.99903017228]",[]
1970/01/01/09:00:11.130000,"['Floor', 'KHR-3HV']","[position: 
  x: 0.0
  y: 0.0
  z: -0.1
orientation: 
  x: 0.0
  y: 0.0
  z: 0.0
  w: 1.0, position: 
  x: 0.00260883903361
  y: -0.00943590409857
  z: 0.381408298716
orientation: 
  x: -6.89757406808e-05
  y: -0.000318016198459
  z: 0.0440296375432
  w: 0.99903017228]",[]
1970/01/01/09:00:11.140000,"['Floor', 'KHR-3HV']","[position: 
  x: 0.0
  y: 0.0
  z: -0.1
orientation: 
  x: 0.0
  y: 0.0
  z: 0.0
  w: 1.0, position: 
  x: 0.00248494301151
  y: -0.00930560686681
  z: 0.381451041199
orientation: 
  x: -7.23551720943e-05
  y: -0.000326521604304
  z: 0.043450870558
  w: 0.999055508966]",[]
1970/01/01/09:00:11.150000,"['Floor', 'KHR-3HV']","[position: 
  x: 0.0
  y: 0.0
  z: -0.1
orientation: 
  x: 0.0
  y: 0.0
  z: 0.0
  w: 1.0, position: 
  x: 0.00248494301151
  y: -0.00930560686681
  z: 0.381451041199
orientation: 
  x: -7.23551720943e-05
  y: -0.000326521604304
  z: 0.043450870558
  w: 0.999055508966]",[]
1970/01/01/09:00:11.160000,"['Floor', 'KHR-3HV']","[position: 
  x: 0.0
  y: 0.0
  z: -0.1
orientation: 
  x: 0.0
  y: 0.0
  z: 0.0
  w: 1.0, position: 
  x: 0.00248494301151
  y: -0.00930560686681
  z: 0.381451041199
orientation: 
  x: -7.23551720943e-05
  y: -0.000326521604304
  z: 0.043450870558
  w: 0.999055508966]",[]
1970/01/01/09:00:11.170000,"['Floor', 'KHR-3HV']","[position: 
  x: 0.0
  y: 0.0
  z: -0.1
orientation: 
  x: 0.0
  y: 0.0
  z: 0.0
  w: 1.0, position: 
  x: 0.00248494301151
  y: -0.00930560686681
  z: 0.381451041199
orientation: 
  x: -7.23551720943e-05
  y: -0.000326521604304
  z: 0.043450870558
  w: 0.999055508966]",[]
1970/01/01/09:00:11.180000,"['Floor', 'KHR-3HV']","[position: 
  x: 0.0
  y: 0.0
  z: -0.1
orientation: 
  x: 0.0
  y: 0.0
  z: 0.0
  w: 1.0, position: 
  x: 0.00246877064107
  y: -0.00921605290461
  z: 0.381479893541
orientation: 
  x: -7.21290059765e-05
  y: -0.000323578200741
  z: 0.0434808877746
  w: 0.999054203981]",[]
1970/01/01/09:00:11.190000,"['Floor', 'KHR-3HV']","[position: 
  x: 0.0
  y: 0.0
  z: -0.1
orientation: 
  x: 0.0
  y: 0.0
  z: 0.0
  w: 1.0, position: 
  x: 0.00246877064107
  y: -0.00921605290461
  z: 0.381479893541
orientation: 
  x: -7.21290059765e-05
  y: -0.000323578200741
  z: 0.0434808877746
  w: 0.999054203981]",[]
1970/01/01/09:00:11.200000,"['Floor', 'KHR-3HV']","[position: 
  x: 0.0
  y: 0.0
  z: -0.1
orientation: 
  x: 0.0
  y: 0.0
  z: 0.0
  w: 1.0, position: 
  x: 0.00246877064107
  y: -0.00921605290461
  z: 0.381479893541
orientation: 
  x: -7.21290059765e-05
  y: -0.000323578200741
  z: 0.0434808877746
  w: 0.999054203981]",[]
1970/01/01/09:00:11.210000,"['Floor', 'KHR-3HV']","[position: 
  x: 0.0
  y: 0.0
  z: -0.1
orientation: 
  x: 0.0
  y: 0.0
  z: 0.0
  w: 1.0, position: 
  x: 0.00245567224137
  y: -0.00909353637104
  z: 0.381519156042
orientation: 
  x: -7.33486599509e-05
  y: -0.000299547729658
  z: 0.0435152297064
  w: 0.999052716164]",[]
1970/01/01/09:00:11.220000,"['Floor', 'KHR-3HV']","[position: 
  x: 0.0
  y: 0.0
  z: -0.1
orientation: 
  x: 0.0
  y: 0.0
  z: 0.0
  w: 1.0, position: 
  x: 0.00245567224137
  y: -0.00909353637104
  z: 0.381519156042
orientation: 
  x: -7.33486599509e-05
  y: -0.000299547729658
  z: 0.0435152297064
  w: 0.999052716164]",[]
1970/01/01/09:00:11.230000,"['Floor', 'KHR-3HV']","[position: 
  x: 0.0
  y: 0.0
  z: -0.1
orientation: 
  x: 0.0
  y: 0.0
  z: 0.0
  w: 1.0, position: 
  x: 0.00245567224137
  y: -0.00909353637104
  z: 0.381519156042
orientation: 
  x: -7.33486599509e-05
  y: -0.000299547729658
  z: 0.0435152297064
  w: 0.999052716164]",[]
1970/01/01/09:00:11.240000,"['Floor', 'KHR-3HV']","[position: 
  x: 0.0
  y: 0.0
  z: -0.1
orientation: 
  x: 0.0
  y: 0.0
  z: 0.0
  w: 1.0, position: 
  x: 0.00245567224137
  y: -0.00909353637104
  z: 0.381519156042
orientation: 
  x: -7.33486599509e-05
  y: -0.000299547729658
  z: 0.0435152297064
  w: 0.999052716164]",[]
1970/01/01/09:00:11.250000,"['Floor', 'KHR-3HV']","[position: 
  x: 0.0
  y: 0.0
  z: -0.1
orientation: 
  x: 0.0
  y: 0.0
  z: 0.0
  w: 1.0, position: 
  x: 0.00245567224137
  y: -0.00909353637104
  z: 0.381519156042
orientation: 
  x: -7.33486599509e-05
  y: -0.000299547729658
  z: 0.0435152297064
  w: 0.999052716164]",[]
1970/01/01/09:00:11.260000,"['Floor', 'KHR-3HV']","[position: 
  x: 0.0
  y: 0.0
  z: -0.1
orientation: 
  x: 0.0
  y: 0.0
  z: 0.0
  w: 1.0, position: 
  x: 0.00245187420306
  y: -0.00902704408413
  z: 0.381539929515
orientation: 
  x: -7.42911520675e-05
  y: -0.000276638588187
  z: 0.0435253920949
  w: 0.999052280011]",[]
1970/01/01/09:00:11.270000,"['Floor', 'KHR-3HV']","[position: 
  x: 0.0
  y: 0.0
  z: -0.1
orientation: 
  x: 0.0
  y: 0.0
  z: 0.0
  w: 1.0, position: 
  x: 0.00245187420306
  y: -0.00902704408413
  z: 0.381539929515
orientation: 
  x: -7.42911520675e-05
  y: -0.000276638588187
  z: 0.0435253920949
  w: 0.999052280011]",[]
1970/01/01/09:00:11.280000,"['Floor', 'KHR-3HV']","[position: 
  x: 0.0
  y: 0.0
  z: -0.1
orientation: 
  x: 0.0
  y: 0.0
  z: 0.0
  w: 1.0, position: 
  x: 0.00245187420306
  y: -0.00902704408413
  z: 0.381539929515
orientation: 
  x: -7.42911520675e-05
  y: -0.000276638588187
  z: 0.0435253920949
  w: 0.999052280011]",[]
1970/01/01/09:00:11.290000,"['Floor', 'KHR-3HV']","[position: 
  x: 0.0
  y: 0.0
  z: -0.1
orientation: 
  x: 0.0
  y: 0.0
  z: 0.0
  w: 1.0, position: 
  x: 0.00238849012018
  y: -0.00904416622316
  z: 0.381529353989
orientation: 
  x: -8.0232093254e-05
  y: -0.000130539259628
  z: 0.0435136730637
  w: 0.999052819814]",[]
1970/01/01/09:00:11.300000,"['Floor', 'KHR-3HV']","[position: 
  x: 0.0
  y: 0.0
  z: -0.1
orientation: 
  x: 0.0
  y: 0.0
  z: 0.0
  w: 1.0, position: 
  x: 0.00238849012018
  y: -0.00904416622316
  z: 0.381529353989
orientation: 
  x: -8.0232093254e-05
  y: -0.000130539259628
  z: 0.0435136730637
  w: 0.999052819814]",[]
1970/01/01/09:00:11.310000,"['Floor', 'KHR-3HV']","[position: 
  x: 0.0
  y: 0.0
  z: -0.1
orientation: 
  x: 0.0
  y: 0.0
  z: 0.0
  w: 1.0, position: 
  x: 0.00238849012018
  y: -0.00904416622316
  z: 0.381529353989
orientation: 
  x: -8.0232093254e-05
  y: -0.000130539259628
  z: 0.0435136730637
  w: 0.999052819814]",[]
1970/01/01/09:00:11.320000,"['Floor', 'KHR-3HV']","[position: 
  x: 0.0
  y: 0.0
  z: -0.1
orientation: 
  x: 0.0
  y: 0.0
  z: 0.0
  w: 1.0, position: 
  x: 0.00238849012018
  y: -0.00904416622316
  z: 0.381529353989
orientation: 
  x: -8.0232093254e-05
  y: -0.000130539259628
  z: 0.0435136730637
  w: 0.999052819814]",[]
1970/01/01/09:00:11.330000,"['Floor', 'KHR-3HV']","[position: 
  x: 0.0
  y: 0.0
  z: -0.1
orientation: 
  x: 0.0
  y: 0.0
  z: 0.0
  w: 1.0, position: 
  x: 0.00240721337904
  y: -0.00905423762796
  z: 0.381504174859
orientation: 
  x: -8.50401704159e-05
  y: 2.27127356312e-05
  z: 0.0434719824587
  w: 0.999054642646]",[]
1970/01/01/09:00:11.340000,"['Floor', 'KHR-3HV']","[position: 
  x: 0.0
  y: 0.0
  z: -0.1
orientation: 
  x: 0.0
  y: 0.0
  z: 0.0
  w: 1.0, position: 
  x: 0.00240721337904
  y: -0.00905423762796
  z: 0.381504174859
orientation: 
  x: -8.50401704159e-05
  y: 2.27127356312e-05
  z: 0.0434719824587
  w: 0.999054642646]",[]
1970/01/01/09:00:11.350000,"['Floor', 'KHR-3HV']","[position: 
  x: 0.0
  y: 0.0
  z: -0.1
orientation: 
  x: 0.0
  y: 0.0
  z: 0.0
  w: 1.0, position: 
  x: 0.00240721337904
  y: -0.00905423762796
  z: 0.381504174859
orientation: 
  x: -8.50401704159e-05
  y: 2.27127356312e-05
  z: 0.0434719824587
  w: 0.999054642646]",[]
1970/01/01/09:00:11.360000,"['Floor', 'KHR-3HV']","[position: 
  x: 0.0
  y: 0.0
  z: -0.1
orientation: 
  x: 0.0
  y: 0.0
  z: 0.0
  w: 1.0, position: 
  x: 0.00246235534935
  y: -0.00905389173618
  z: 0.381479473796
orientation: 
  x: -8.77421717863e-05
  y: 0.000196377843693
  z: 0.0434586136622
  w: 0.999055204999]",[]
1970/01/01/09:00:11.370000,"['Floor', 'KHR-3HV']","[position: 
  x: 0.0
  y: 0.0
  z: -0.1
orientation: 
  x: 0.0
  y: 0.0
  z: 0.0
  w: 1.0, position: 
  x: 0.00246235534935
  y: -0.00905389173618
  z: 0.381479473796
orientation: 
  x: -8.77421717863e-05
  y: 0.000196377843693
  z: 0.0434586136622
  w: 0.999055204999]",[]
1970/01/01/09:00:11.380000,"['Floor', 'KHR-3HV']","[position: 
  x: 0.0
  y: 0.0
  z: -0.1
orientation: 
  x: 0.0
  y: 0.0
  z: 0.0
  w: 1.0, position: 
  x: 0.00246235534935
  y: -0.00905389173618
  z: 0.381479473796
orientation: 
  x: -8.77421717863e-05
  y: 0.000196377843693
  z: 0.0434586136622
  w: 0.999055204999]",[]
1970/01/01/09:00:11.390000,"['Floor', 'KHR-3HV']","[position: 
  x: 0.0
  y: 0.0
  z: -0.1
orientation: 
  x: 0.0
  y: 0.0
  z: 0.0
  w: 1.0, position: 
  x: 0.00246235534935
  y: -0.00905389173618
  z: 0.381479473796
orientation: 
  x: -8.77421717863e-05
  y: 0.000196377843693
  z: 0.0434586136622
  w: 0.999055204999]",[]
1970/01/01/09:00:11.400000,"['Floor', 'KHR-3HV']","[position: 
  x: 0.0
  y: 0.0
  z: -0.1
orientation: 
  x: 0.0
  y: 0.0
  z: 0.0
  w: 1.0, position: 
  x: 0.00255021671872
  y: -0.00904890864098
  z: 0.381455786363
orientation: 
  x: -9.35646655021e-05
  y: 0.000411184681581
  z: 0.0434548190909
  w: 0.99905530421]",[]
1970/01/01/09:00:11.410000,"['Floor', 'KHR-3HV']","[position: 
  x: 0.0
  y: 0.0
  z: -0.1
orientation: 
  x: 0.0
  y: 0.0
  z: 0.0
  w: 1.0, position: 
  x: 0.00255021671872
  y: -0.00904890864098
  z: 0.381455786363
orientation: 
  x: -9.35646655021e-05
  y: 0.000411184681581
  z: 0.0434548190909
  w: 0.99905530421]",[]
1970/01/01/09:00:11.420000,"['Floor', 'KHR-3HV']","[position: 
  x: 0.0
  y: 0.0
  z: -0.1
orientation: 
  x: 0.0
  y: 0.0
  z: 0.0
  w: 1.0, position: 
  x: 0.00255021671872
  y: -0.00904890864098
  z: 0.381455786363
orientation: 
  x: -9.35646655021e-05
  y: 0.000411184681581
  z: 0.0434548190909
  w: 0.99905530421]",[]
1970/01/01/09:00:11.430000,"['Floor', 'KHR-3HV']","[position: 
  x: 0.0
  y: 0.0
  z: -0.1
orientation: 
  x: 0.0
  y: 0.0
  z: 0.0
  w: 1.0, position: 
  x: 0.00266825941093
  y: -0.00903639319021
  z: 0.38143478456
orientation: 
  x: -0.000102545679329
  y: 0.000656175491608
  z: 0.0434627842009
  w: 0.999054825977]",[]
1970/01/01/09:00:11.440000,"['Floor', 'KHR-3HV']","[position: 
  x: 0.0
  y: 0.0
  z: -0.1
orientation: 
  x: 0.0
  y: 0.0
  z: 0.0
  w: 1.0, position: 
  x: 0.00266825941093
  y: -0.00903639319021
  z: 0.38143478456
orientation: 
  x: -0.000102545679329
  y: 0.000656175491608
  z: 0.0434627842009
  w: 0.999054825977]",[]
1970/01/01/09:00:11.450000,"['Floor', 'KHR-3HV']","[position: 
  x: 0.0
  y: 0.0
  z: -0.1
orientation: 
  x: 0.0
  y: 0.0
  z: 0.0
  w: 1.0, position: 
  x: 0.00274701154619
  y: -0.00902424145426
  z: 0.381426035348
orientation: 
  x: -0.000109806908642
  y: 0.00081142374648
  z: 0.0434782854889
  w: 0.999054036689]",[]
1970/01/01/09:00:11.460000,"['Floor', 'KHR-3HV']","[position: 
  x: 0.0
  y: 0.0
  z: -0.1
orientation: 
  x: 0.0
  y: 0.0
  z: 0.0
  w: 1.0, position: 
  x: 0.00274701154619
  y: -0.00902424145426
  z: 0.381426035348
orientation: 
  x: -0.000109806908642
  y: 0.00081142374648
  z: 0.0434782854889
  w: 0.999054036689]",[]
1970/01/01/09:00:11.470000,"['Floor', 'KHR-3HV']","[position: 
  x: 0.0
  y: 0.0
  z: -0.1
orientation: 
  x: 0.0
  y: 0.0
  z: 0.0
  w: 1.0, position: 
  x: 0.00274701154619
  y: -0.00902424145426
  z: 0.381426035348
orientation: 
  x: -0.000109806908642
  y: 0.00081142374648
  z: 0.0434782854889
  w: 0.999054036689]",[]
1970/01/01/09:00:11.480000,"['Floor', 'KHR-3HV']","[position: 
  x: 0.0
  y: 0.0
  z: -0.1
orientation: 
  x: 0.0
  y: 0.0
  z: 0.0
  w: 1.0, position: 
  x: 0.00274701154619
  y: -0.00902424145426
  z: 0.381426035348
orientation: 
  x: -0.000109806908642
  y: 0.00081142374648
  z: 0.0434782854889
  w: 0.999054036689]",[]
1970/01/01/09:00:11.490000,"['Floor', 'KHR-3HV']","[position: 
  x: 0.0
  y: 0.0
  z: -0.1
orientation: 
  x: 0.0
  y: 0.0
  z: 0.0
  w: 1.0, position: 
  x: 0.00280698103536
  y: -0.00901611181047
  z: 0.381423554679
orientation: 
  x: -0.000114428734776
  y: 0.000917096676778
  z: 0.0434859566898
  w: 0.999053610879]",[]
1970/01/01/09:00:11.500000,"['Floor', 'KHR-3HV']","[position: 
  x: 0.0
  y: 0.0
  z: -0.1
orientation: 
  x: 0.0
  y: 0.0
  z: 0.0
  w: 1.0, position: 
  x: 0.00280698103536
  y: -0.00901611181047
  z: 0.381423554679
orientation: 
  x: -0.000114428734776
  y: 0.000917096676778
  z: 0.0434859566898
  w: 0.999053610879]",[]
1970/01/01/09:00:11.510000,"['Floor', 'KHR-3HV']","[position: 
  x: 0.0
  y: 0.0
  z: -0.1
orientation: 
  x: 0.0
  y: 0.0
  z: 0.0
  w: 1.0, position: 
  x: 0.00280698103536
  y: -0.00901611181047
  z: 0.381423554679
orientation: 
  x: -0.000114428734776
  y: 0.000917096676778
  z: 0.0434859566898
  w: 0.999053610879]",[]
1970/01/01/09:00:11.520000,"['Floor', 'KHR-3HV']","[position: 
  x: 0.0
  y: 0.0
  z: -0.1
orientation: 
  x: 0.0
  y: 0.0
  z: 0.0
  w: 1.0, position: 
  x: 0.00280698103536
  y: -0.00901611181047
  z: 0.381423554679
orientation: 
  x: -0.000114428734776
  y: 0.000917096676778
  z: 0.0434859566898
  w: 0.999053610879]",[]
1970/01/01/09:00:11.530000,"['Floor', 'KHR-3HV']","[position: 
  x: 0.0
  y: 0.0
  z: -0.1
orientation: 
  x: 0.0
  y: 0.0
  z: 0.0
  w: 1.0, position: 
  x: 0.0029224576092
  y: -0.00900811481445
  z: 0.381424535811
orientation: 
  x: -0.000121193744775
  y: 0.00108781088428
  z: 0.0434834567165
  w: 0.9990535476]",[]
1970/01/01/09:00:11.540000,"['Floor', 'KHR-3HV']","[position: 
  x: 0.0
  y: 0.0
  z: -0.1
orientation: 
  x: 0.0
  y: 0.0
  z: 0.0
  w: 1.0, position: 
  x: 0.0029224576092
  y: -0.00900811481445
  z: 0.381424535811
orientation: 
  x: -0.000121193744775
  y: 0.00108781088428
  z: 0.0434834567165
  w: 0.9990535476]",[]
1970/01/01/09:00:11.550000,"['Floor', 'KHR-3HV']","[position: 
  x: 0.0
  y: 0.0
  z: -0.1
orientation: 
  x: 0.0
  y: 0.0
  z: 0.0
  w: 1.0, position: 
  x: 0.00302481066745
  y: -0.0089924144045
  z: 0.381432056476
orientation: 
  x: -0.000122536582085
  y: 0.00120950965364
  z: 0.0434861814021
  w: 0.999053288918]",[]
1970/01/01/09:00:11.560000,"['Floor', 'KHR-3HV']","[position: 
  x: 0.0
  y: 0.0
  z: -0.1
orientation: 
  x: 0.0
  y: 0.0
  z: 0.0
  w: 1.0, position: 
  x: 0.00302481066745
  y: -0.0089924144045
  z: 0.381432056476
orientation: 
  x: -0.000122536582085
  y: 0.00120950965364
  z: 0.0434861814021
  w: 0.999053288918]",[]
1970/01/01/09:00:11.570000,"['Floor', 'KHR-3HV']","[position: 
  x: 0.0
  y: 0.0
  z: -0.1
orientation: 
  x: 0.0
  y: 0.0
  z: 0.0
  w: 1.0, position: 
  x: 0.00302481066745
  y: -0.0089924144045
  z: 0.381432056476
orientation: 
  x: -0.000122536582085
  y: 0.00120950965364
  z: 0.0434861814021
  w: 0.999053288918]",[]
